,GEO_ID,NAME,TOTAL POPULATION,TOTAL HOUSING UNITS,STANDARDIZED POPULATION
33475,1400000US26077006702,"Census Tract 67.02, Kalamazoo County, Michigan",6342,2465,
33476,1400000US26079950200,"Census Tract 9502, Kalkaska County, Michigan",4667,2883,
33477,1400000US26079950300,"Census Tract 9503, Kalkaska County, Michigan",5234,2526,
33478,1400000US26079950400,"Census Tract 9504, Kalkaska County, Michigan",3702,2745,
33479,1400000US26079950601,"Census Tract 9506.01, Kalkaska County, Michigan",2093,2338,
33480,1400000US26079950602,"Census Tract 9506.02, Kalkaska County, Michigan",1767,1825,
33481,1400000US26081000100,"Census Tract 1, Kent County, Michigan",2269,1020,
33482,1400000US26081000200,"Census Tract 2, Kent County, Michigan",2331,661,
33483,1400000US26081000300,"Census Tract 3, Kent County, Michigan",5230,2280,
33484,1400000US26081000400,"Census Tract 4, Kent County, Michigan",3045,1459,
33485,1400000US26081000500,"Census Tract 5, Kent County, Michigan",3979,1782,
33486,1400000US26081000600,"Census Tract 6, Kent County, Michigan",4280,1857,
33487,1400000US26081000700,"Census Tract 7, Kent County, Michigan",3071,1302,
33488,1400000US26081000800,"Census Tract 8, Kent County, Michigan",3261,1266,
33489,1400000US26081000900,"Census Tract 9, Kent County, Michigan",3255,1272,
33490,1400000US26081001000,"Census Tract 10, Kent County, Michigan",4415,1968,
33491,1400000US26081001101,"Census Tract 11.01, Kent County, Michigan",5936,2145,
33492,1400000US26081001102,"Census Tract 11.02, Kent County, Michigan",4350,2047,
33493,1400000US26081001200,"Census Tract 12, Kent County, Michigan",3341,1578,
33494,1400000US26081001300,"Census Tract 13, Kent County, Michigan",3077,1385,
33495,1400000US26081001400,"Census Tract 14, Kent County, Michigan",2279,1262,
33496,1400000US26081001500,"Census Tract 15, Kent County, Michigan",3406,1551,
33497,1400000US26081001600,"Census Tract 16, Kent County, Michigan",5782,2426,
33498,1400000US26081001700,"Census Tract 17, Kent County, Michigan",4497,2111,
33499,1400000US26081001800,"Census Tract 18, Kent County, Michigan",6384,3116,
33500,1400000US26081001900,"Census Tract 19, Kent County, Michigan",5413,2222,
33501,1400000US26081002000,"Census Tract 20, Kent County, Michigan",2061,1681,
33502,1400000US26081002100,"Census Tract 21, Kent County, Michigan",3174,2083,
33503,1400000US26081002200,"Census Tract 22, Kent County, Michigan",4960,2283,
33504,1400000US26081002300,"Census Tract 23, Kent County, Michigan",3923,1728,
33505,1400000US26081002400,"Census Tract 24, Kent County, Michigan",3034,964,
33506,1400000US26081002500,"Census Tract 25, Kent County, Michigan",4686,2443,
33507,1400000US26081002600,"Census Tract 26, Kent County, Michigan",4279,1119,
33508,1400000US26081002700,"Census Tract 27, Kent County, Michigan",3445,1463,
33509,1400000US26081002800,"Census Tract 28, Kent County, Michigan",1528,812,
33510,1400000US26081002900,"Census Tract 29, Kent County, Michigan",1358,619,
33511,1400000US26081003000,"Census Tract 30, Kent County, Michigan",1825,717,
33512,1400000US26081003100,"Census Tract 31, Kent County, Michigan",3765,1204,
33513,1400000US26081003200,"Census Tract 32, Kent County, Michigan",4842,1835,
33514,1400000US26081003300,"Census Tract 33, Kent County, Michigan",3984,1427,
33515,1400000US26081003400,"Census Tract 34, Kent County, Michigan",5123,2275,
33516,1400000US26081003500,"Census Tract 35, Kent County, Michigan",5259,2221,
33517,1400000US26081003600,"Census Tract 36, Kent County, Michigan",2699,793,
33518,1400000US26081003700,"Census Tract 37, Kent County, Michigan",4520,1517,
33519,1400000US26081003800,"Census Tract 38, Kent County, Michigan",4765,1248,
33520,1400000US26081003900,"Census Tract 39, Kent County, Michigan",3602,962,
33521,1400000US26081004000,"Census Tract 40, Kent County, Michigan",3765,1085,
33522,1400000US26081004100,"Census Tract 41, Kent County, Michigan",5366,1853,
33523,1400000US26081004200,"Census Tract 42, Kent County, Michigan",4485,1706,
33524,1400000US26081004300,"Census Tract 43, Kent County, Michigan",3905,1660,
33525,1400000US26081004400,"Census Tract 44, Kent County, Michigan",8214,2739,
33526,1400000US26081004500,"Census Tract 45, Kent County, Michigan",8573,3264,
33527,1400000US26081004600,"Census Tract 46, Kent County, Michigan",5726,2288,
33528,1400000US26081010101,"Census Tract 101.01, Kent County, Michigan",5998,2239,
33529,1400000US26081010102,"Census Tract 101.02, Kent County, Michigan",2577,1403,
33530,1400000US26081010200,"Census Tract 102, Kent County, Michigan",4401,1641,
33531,1400000US26081010301,"Census Tract 103.01, Kent County, Michigan",5534,1788,
33532,1400000US26081010302,"Census Tract 103.02, Kent County, Michigan",6033,2572,
33533,1400000US26081010401,"Census Tract 104.01, Kent County, Michigan",5290,1872,
33534,1400000US26081010402,"Census Tract 104.02, Kent County, Michigan",4279,1693,
33535,1400000US26081010600,"Census Tract 106, Kent County, Michigan",12143,4332,
33536,1400000US26081010700,"Census Tract 107, Kent County, Michigan",5751,2204,
33537,1400000US26081010801,"Census Tract 108.01, Kent County, Michigan",8434,3063,
33538,1400000US26081010802,"Census Tract 108.02, Kent County, Michigan",6219,2534,
33539,1400000US26081010902,"Census Tract 109.02, Kent County, Michigan",3899,1656,
33540,1400000US26081010903,"Census Tract 109.03, Kent County, Michigan",7208,2756,
33541,1400000US26081010904,"Census Tract 109.04, Kent County, Michigan",7355,2510,
33542,1400000US26081011001,"Census Tract 110.01, Kent County, Michigan",4175,1500,
33543,1400000US26081011002,"Census Tract 110.02, Kent County, Michigan",4272,1704,
33544,1400000US26081011101,"Census Tract 111.01, Kent County, Michigan",4741,1850,
33545,1400000US26081011102,"Census Tract 111.02, Kent County, Michigan",5231,1844,
33546,1400000US26081011200,"Census Tract 112, Kent County, Michigan",4231,1938,
33547,1400000US26081011301,"Census Tract 113.01, Kent County, Michigan",4823,2013,
33548,1400000US26081011302,"Census Tract 113.02, Kent County, Michigan",6337,2974,
33549,1400000US26081011401,"Census Tract 114.01, Kent County, Michigan",2436,929,
33550,1400000US26081011403,"Census Tract 114.03, Kent County, Michigan",2786,1082,
33551,1400000US26081011405,"Census Tract 114.05, Kent County, Michigan",3087,1235,
33552,1400000US26081011406,"Census Tract 114.06, Kent County, Michigan",5623,2504,
33553,1400000US26081011500,"Census Tract 115, Kent County, Michigan",7485,3366,
33554,1400000US26081011600,"Census Tract 116, Kent County, Michigan",7256,2951,
33555,1400000US26081011701,"Census Tract 117.01, Kent County, Michigan",5330,2192,
33556,1400000US26081011702,"Census Tract 117.02, Kent County, Michigan",4697,1841,
33557,1400000US26081011801,"Census Tract 118.01, Kent County, Michigan",7470,2619,
33558,1400000US26081011803,"Census Tract 118.03, Kent County, Michigan",4826,1500,
33559,1400000US26081011804,"Census Tract 118.04, Kent County, Michigan",5296,2175,
33560,1400000US26081011901,"Census Tract 119.01, Kent County, Michigan",6846,2373,
33561,1400000US26081011902,"Census Tract 119.02, Kent County, Michigan",7545,2658,
33562,1400000US26081012002,"Census Tract 120.02, Kent County, Michigan",6459,2383,
33563,1400000US26081012003,"Census Tract 120.03, Kent County, Michigan",7162,2716,
33564,1400000US26081012004,"Census Tract 120.04, Kent County, Michigan",4953,1898,
33565,1400000US26081012201,"Census Tract 122.01, Kent County, Michigan",6885,2740,
33566,1400000US26081012202,"Census Tract 122.02, Kent County, Michigan",6899,2467,
33567,1400000US26081012203,"Census Tract 122.03, Kent County, Michigan",5039,1995,
33568,1400000US26081012300,"Census Tract 123, Kent County, Michigan",3383,1336,
33569,1400000US26081012400,"Census Tract 124, Kent County, Michigan",4116,1410,
33570,1400000US26081012500,"Census Tract 125, Kent County, Michigan",4862,1707,
33571,1400000US26081012604,"Census Tract 126.04, Kent County, Michigan",6038,2204,
33572,1400000US26081012605,"Census Tract 126.05, Kent County, Michigan",3163,1062,
33573,1400000US26081012606,"Census Tract 126.06, Kent County, Michigan",5550,2472,
33574,1400000US26081012607,"Census Tract 126.07, Kent County, Michigan",5793,3125,
33575,1400000US26081012608,"Census Tract 126.08, Kent County, Michigan",3670,2060,
33576,1400000US26081012701,"Census Tract 127.01, Kent County, Michigan",7270,2757,
33577,1400000US26081012702,"Census Tract 127.02, Kent County, Michigan",4368,1550,
33578,1400000US26081012703,"Census Tract 127.03, Kent County, Michigan",5250,1680,
33579,1400000US26081012800,"Census Tract 128, Kent County, Michigan",4285,1611,
33580,1400000US26081012901,"Census Tract 129.01, Kent County, Michigan",5174,1993,
33581,1400000US26081012902,"Census Tract 129.02, Kent County, Michigan",5068,2073,
33582,1400000US26081013000,"Census Tract 130, Kent County, Michigan",3483,1368,
33583,1400000US26081013100,"Census Tract 131, Kent County, Michigan",5621,2263,
33584,1400000US26081013200,"Census Tract 132, Kent County, Michigan",6848,2751,
33585,1400000US26081013300,"Census Tract 133, Kent County, Michigan",5436,1653,
33586,1400000US26081013400,"Census Tract 134, Kent County, Michigan",5603,2099,
33587,1400000US26081013500,"Census Tract 135, Kent County, Michigan",5114,1857,
33588,1400000US26081013600,"Census Tract 136, Kent County, Michigan",2367,910,
33589,1400000US26081013700,"Census Tract 137, Kent County, Michigan",6662,2786,
33590,1400000US26081013801,"Census Tract 138.01, Kent County, Michigan",1491,701,
33591,1400000US26081013802,"Census Tract 138.02, Kent County, Michigan",7075,3038,
33592,1400000US26081013900,"Census Tract 139, Kent County, Michigan",6333,2811,
33593,1400000US26081014000,"Census Tract 140, Kent County, Michigan",7269,2801,
33594,1400000US26081014100,"Census Tract 141, Kent County, Michigan",1892,724,
33595,1400000US26081014200,"Census Tract 142, Kent County, Michigan",3962,1465,
33596,1400000US26081014300,"Census Tract 143, Kent County, Michigan",3192,1170,
33597,1400000US26081014501,"Census Tract 145.01, Kent County, Michigan",11347,4055,
33598,1400000US26081014502,"Census Tract 145.02, Kent County, Michigan",7864,3059,
33599,1400000US26081014601,"Census Tract 146.01, Kent County, Michigan",8537,3548,
33600,1400000US26081014602,"Census Tract 146.02, Kent County, Michigan",10648,3916,
33601,1400000US26081014701,"Census Tract 147.01, Kent County, Michigan",4067,1560,
33602,1400000US26081014703,"Census Tract 147.03, Kent County, Michigan",4965,1855,
33603,1400000US26081014704,"Census Tract 147.04, Kent County, Michigan",3139,1036,
33604,1400000US26081014803,"Census Tract 148.03, Kent County, Michigan",3220,1106,
33605,1400000US26081014804,"Census Tract 148.04, Kent County, Michigan",8015,3337,
33606,1400000US26081014805,"Census Tract 148.05, Kent County, Michigan",7400,2661,
33607,1400000US26081014806,"Census Tract 148.06, Kent County, Michigan",5748,2103,
33608,1400000US26081014807,"Census Tract 148.07, Kent County, Michigan",8374,2921,
33609,1400000US26083000100,"Census Tract 1, Keweenaw County, Michigan",2127,2370,
33610,1400000US26083980100,"Census Tract 9801, Keweenaw County, Michigan",3,120,
33611,1400000US26083990100,"Census Tract 9901, Keweenaw County, Michigan",0,0,
33612,1400000US26085960100,"Census Tract 9601, Lake County, Michigan",2539,4283,
33613,1400000US26085961100,"Census Tract 9611, Lake County, Michigan",3507,4002,
33614,1400000US26085961200,"Census Tract 9612, Lake County, Michigan",2605,3942,
33615,1400000US26085961300,"Census Tract 9613, Lake County, Michigan",3112,3018,
33616,1400000US26087330000,"Census Tract 3300, Lapeer County, Michigan",3777,1533,
33617,1400000US26087330500,"Census Tract 3305, Lapeer County, Michigan",3013,1200,
33618,1400000US26087331000,"Census Tract 3310, Lapeer County, Michigan",1729,801,
33619,1400000US26087331500,"Census Tract 3315, Lapeer County, Michigan",2804,1152,
33620,1400000US26087332000,"Census Tract 3320, Lapeer County, Michigan",5702,2425,
33621,1400000US26087332500,"Census Tract 3325, Lapeer County, Michigan",3593,1488,
33622,1400000US26087333000,"Census Tract 3330, Lapeer County, Michigan",3109,1295,
33623,1400000US26087333500,"Census Tract 3335, Lapeer County, Michigan",5470,2469,
33624,1400000US26087334000,"Census Tract 3340, Lapeer County, Michigan",2626,1003,
33625,1400000US26087334500,"Census Tract 3345, Lapeer County, Michigan",2218,867,
33626,1400000US26087336000,"Census Tract 3360, Lapeer County, Michigan",5246,2420,
33627,1400000US26087336500,"Census Tract 3365, Lapeer County, Michigan",1222,0,
33628,1400000US26087337000,"Census Tract 3370, Lapeer County, Michigan",3123,1833,
33629,1400000US26087337500,"Census Tract 3375, Lapeer County, Michigan",4155,1932,
33630,1400000US26087338000,"Census Tract 3380, Lapeer County, Michigan",5099,2017,
33631,1400000US26087338500,"Census Tract 3385, Lapeer County, Michigan",4746,2090,
33632,1400000US26087339000,"Census Tract 3390, Lapeer County, Michigan",3125,1072,
33633,1400000US26087339500,"Census Tract 3395, Lapeer County, Michigan",3581,1415,
33634,1400000US26087340000,"Census Tract 3400, Lapeer County, Michigan",3997,1468,
33635,1400000US26087340500,"Census Tract 3405, Lapeer County, Michigan",2796,1173,
33636,1400000US26087341000,"Census Tract 3410, Lapeer County, Michigan",4756,1884,
33637,1400000US26087341500,"Census Tract 3415, Lapeer County, Michigan",4266,1800,
33638,1400000US26087342000,"Census Tract 3420, Lapeer County, Michigan",4501,1793,
33639,1400000US26087342100,"Census Tract 3421, Lapeer County, Michigan",3548,1453,
33640,1400000US26089970100,"Census Tract 9701, Leelanau County, Michigan",2205,2059,
33641,1400000US26089970200,"Census Tract 9702, Leelanau County, Michigan",5335,3050,
33642,1400000US26089970300,"Census Tract 9703, Leelanau County, Michigan",2585,2404,
33643,1400000US26089970400,"Census Tract 9704, Leelanau County, Michigan",1459,2724,
33644,1400000US26089970500,"Census Tract 9705, Leelanau County, Michigan",4836,2898,
33645,1400000US26089970600,"Census Tract 9706, Leelanau County, Michigan",5219,2394,
33646,1400000US26089990000,"Census Tract 9900, Leelanau County, Michigan",0,0,
33647,1400000US26091060100,"Census Tract 601, Lenawee County, Michigan",3804,1492,
33648,1400000US26091060301,"Census Tract 603.01, Lenawee County, Michigan",4789,2296,
33649,1400000US26091060302,"Census Tract 603.02, Lenawee County, Michigan",3961,2653,
33650,1400000US26091060401,"Census Tract 604.01, Lenawee County, Michigan",3499,2085,
33651,1400000US26091060402,"Census Tract 604.02, Lenawee County, Michigan",3249,2195,
33652,1400000US26091060500,"Census Tract 605, Lenawee County, Michigan",3376,1453,
33653,1400000US26091060600,"Census Tract 606, Lenawee County, Michigan",5522,2295,
33654,1400000US26091060700,"Census Tract 607, Lenawee County, Michigan",7131,2839,
33655,1400000US26091060800,"Census Tract 608, Lenawee County, Michigan",3346,1568,
33656,1400000US26091061200,"Census Tract 612, Lenawee County, Michigan",1820,780,
33657,1400000US26091061301,"Census Tract 613.01, Lenawee County, Michigan",4083,1489,
33658,1400000US26091061302,"Census Tract 613.02, Lenawee County, Michigan",2974,1413,
33659,1400000US26091061400,"Census Tract 614, Lenawee County, Michigan",3526,1643,
33660,1400000US26091061500,"Census Tract 615, Lenawee County, Michigan",5894,2082,
33661,1400000US26091061600,"Census Tract 616, Lenawee County, Michigan",3666,1901,
33662,1400000US26091061700,"Census Tract 617, Lenawee County, Michigan",9719,3271,
33663,1400000US26091061800,"Census Tract 618, Lenawee County, Michigan",3891,1779,
33664,1400000US26091061900,"Census Tract 619, Lenawee County, Michigan",4594,1983,
33665,1400000US26091062000,"Census Tract 620, Lenawee County, Michigan",2678,1232,
33666,1400000US26091062100,"Census Tract 621, Lenawee County, Michigan",4026,1836,
33667,1400000US26091062200,"Census Tract 622, Lenawee County, Michigan",2492,1069,
33668,1400000US26091062300,"Census Tract 623, Lenawee County, Michigan",5305,2308,
33669,1400000US26091062400,"Census Tract 624, Lenawee County, Michigan",5129,2089,
33670,1400000US26093710100,"Census Tract 7101, Livingston County, Michigan",2590,886,
33671,1400000US26093710300,"Census Tract 7103, Livingston County, Michigan",4150,1538,
33672,1400000US26093710500,"Census Tract 7105, Livingston County, Michigan",1843,719,
33673,1400000US26093710700,"Census Tract 7107, Livingston County, Michigan",1765,678,
33674,1400000US26093711000,"Census Tract 7110, Livingston County, Michigan",4241,1607,
33675,1400000US26093712101,"Census Tract 7121.01, Livingston County, Michigan",3110,1220,
33676,1400000US26093712102,"Census Tract 7121.02, Livingston County, Michigan",2867,1007,
33677,1400000US26093712601,"Census Tract 7126.01, Livingston County, Michigan",4436,1693,
33678,1400000US26093712602,"Census Tract 7126.02, Livingston County, Michigan",3578,1163,
33679,1400000US26093713100,"Census Tract 7131, Livingston County, Michigan",4773,1817,
33680,1400000US26093713300,"Census Tract 7133, Livingston County, Michigan",1626,709,
33681,1400000US26093713500,"Census Tract 7135, Livingston County, Michigan",3712,1473,
33682,1400000US26093713700,"Census Tract 7137, Livingston County, Michigan",4816,1508,
33683,1400000US26093720100,"Census Tract 7201, Livingston County, Michigan",3583,1160,
33684,1400000US26093721100,"Census Tract 7211, Livingston County, Michigan",3335,1384,
33685,1400000US26093722100,"Census Tract 7221, Livingston County, Michigan",3169,1161,
33686,1400000US26093722300,"Census Tract 7223, Livingston County, Michigan",2874,1400,
33687,1400000US26093722500,"Census Tract 7225, Livingston County, Michigan",2235,764,
33688,1400000US26093724001,"Census Tract 7240.01, Livingston County, Michigan",2279,822,
33689,1400000US26093724002,"Census Tract 7240.02, Livingston County, Michigan",2303,910,
33690,1400000US26093724003,"Census Tract 7240.03, Livingston County, Michigan",2444,900,
33691,1400000US26093725000,"Census Tract 7250, Livingston County, Michigan",4925,2656,
33692,1400000US26093725100,"Census Tract 7251, Livingston County, Michigan",4844,1935,
33693,1400000US26093730101,"Census Tract 7301.01, Livingston County, Michigan",2871,1005,
33694,1400000US26093730102,"Census Tract 7301.02, Livingston County, Michigan",4033,1499,
33695,1400000US26093730600,"Census Tract 7306, Livingston County, Michigan",3775,1397,
33696,1400000US26093731100,"Census Tract 7311, Livingston County, Michigan",3841,1362,
33697,1400000US26093732100,"Census Tract 7321, Livingston County, Michigan",3406,1677,
33698,1400000US26093733100,"Census Tract 7331, Livingston County, Michigan",1974,764,
33699,1400000US26093733601,"Census Tract 7336.01, Livingston County, Michigan",2719,1353,
33700,1400000US26093733602,"Census Tract 7336.02, Livingston County, Michigan",3705,1448,
33701,1400000US26093740200,"Census Tract 7402, Livingston County, Michigan",3873,1248,
33702,1400000US26093740300,"Census Tract 7403, Livingston County, Michigan",2090,813,
33703,1400000US26093740500,"Census Tract 7405, Livingston County, Michigan",2301,945,
33704,1400000US26093740600,"Census Tract 7406, Livingston County, Michigan",2912,1064,
33705,1400000US26093740700,"Census Tract 7407, Livingston County, Michigan",2782,980,
33706,1400000US26093740800,"Census Tract 7408, Livingston County, Michigan",2694,1060,
33707,1400000US26093740900,"Census Tract 7409, Livingston County, Michigan",1918,729,
33708,1400000US26093741100,"Census Tract 7411, Livingston County, Michigan",2311,1339,
33709,1400000US26093741601,"Census Tract 7416.01, Livingston County, Michigan",1861,1085,
33710,1400000US26093741602,"Census Tract 7416.02, Livingston County, Michigan",3454,1520,
33711,1400000US26093742201,"Census Tract 7422.01, Livingston County, Michigan",3026,1275,
33712,1400000US26093742202,"Census Tract 7422.02, Livingston County, Michigan",2340,1054,
33713,1400000US26093742401,"Census Tract 7424.01, Livingston County, Michigan",1306,574,
33714,1400000US26093742402,"Census Tract 7424.02, Livingston County, Michigan",3864,1884,
33715,1400000US26093742500,"Census Tract 7425, Livingston County, Michigan",2229,846,
33716,1400000US26093742700,"Census Tract 7427, Livingston County, Michigan",3524,1643,
33717,1400000US26093742900,"Census Tract 7429, Livingston County, Michigan",3897,1456,
33718,1400000US26093743300,"Census Tract 7433, Livingston County, Michigan",2748,1011,
33719,1400000US26093743400,"Census Tract 7434, Livingston County, Michigan",3888,1401,
33720,1400000US26093743500,"Census Tract 7435, Livingston County, Michigan",1936,773,
33721,1400000US26093743600,"Census Tract 7436, Livingston County, Michigan",2870,1263,
33722,1400000US26093743700,"Census Tract 7437, Livingston County, Michigan",2726,1207,
33723,1400000US26093743800,"Census Tract 7438, Livingston County, Michigan",3865,1937,
33724,1400000US26093743900,"Census Tract 7439, Livingston County, Michigan",3569,1534,
33725,1400000US26093744200,"Census Tract 7442, Livingston County, Michigan",3684,1614,
33726,1400000US26093744400,"Census Tract 7444, Livingston County, Michigan",2151,811,
33727,1400000US26093744600,"Census Tract 7446, Livingston County, Michigan",2036,670,
33728,1400000US26093744700,"Census Tract 7447, Livingston County, Michigan",3152,1401,
33729,1400000US26093744800,"Census Tract 7448, Livingston County, Michigan",4545,1562,
33730,1400000US26093744900,"Census Tract 7449, Livingston County, Michigan",3108,1328,
33731,1400000US26095960100,"Census Tract 9601, Luce County, Michigan",4449,1984,
33732,1400000US26095960200,"Census Tract 9602, Luce County, Michigan",1915,2386,
33733,1400000US26095980000,"Census Tract 9800, Luce County, Michigan",0,0,
33734,1400000US26095990000,"Census Tract 9900, Luce County, Michigan",0,0,
33735,1400000US26097950100,"Census Tract 9501, Mackinac County, Michigan",1442,2031,
33736,1400000US26097950200,"Census Tract 9502, Mackinac County, Michigan",2393,2426,
33737,1400000US26097950300,"Census Tract 9503, Mackinac County, Michigan",1792,2210,
33738,1400000US26097950400,"Census Tract 9504, Mackinac County, Michigan",2883,2593,
33739,1400000US26097950500,"Census Tract 9505, Mackinac County, Michigan",2307,1884,
33740,1400000US26097990000,"Census Tract 9900, Mackinac County, Michigan",0,0,
33741,1400000US26099206700,"Census Tract 2067, Macomb County, Michigan",3916,1756,
33742,1400000US26099210000,"Census Tract 2100, Macomb County, Michigan",4482,1651,
33743,1400000US26099211000,"Census Tract 2110, Macomb County, Michigan",5874,2420,
33744,1400000US26099212000,"Census Tract 2120, Macomb County, Michigan",5500,2081,
33745,1400000US26099214000,"Census Tract 2140, Macomb County, Michigan",2621,1002,
33746,1400000US26099214500,"Census Tract 2145, Macomb County, Michigan",4641,1623,
33747,1400000US26099215000,"Census Tract 2150, Macomb County, Michigan",5797,2149,
33748,1400000US26099215200,"Census Tract 2152, Macomb County, Michigan",7604,3152,
33749,1400000US26099215300,"Census Tract 2153, Macomb County, Michigan",4347,1936,
33750,1400000US26099215500,"Census Tract 2155, Macomb County, Michigan",7625,2926,
33751,1400000US26099216000,"Census Tract 2160, Macomb County, Michigan",3989,1658,
33752,1400000US26099217000,"Census Tract 2170, Macomb County, Michigan",2879,1192,
33753,1400000US26099218000,"Census Tract 2180, Macomb County, Michigan",7864,2308,
33754,1400000US26099220001,"Census Tract 2200.01, Macomb County, Michigan",7787,2817,
33755,1400000US26099220002,"Census Tract 2200.02, Macomb County, Michigan",4578,2130,
33756,1400000US26099221100,"Census Tract 2211, Macomb County, Michigan",6956,2720,
33757,1400000US26099221200,"Census Tract 2212, Macomb County, Michigan",6081,2517,
33758,1400000US26099221500,"Census Tract 2215, Macomb County, Michigan",1366,460,
33759,1400000US26099221800,"Census Tract 2218, Macomb County, Michigan",5227,1876,
33760,1400000US26099222101,"Census Tract 2221.01, Macomb County, Michigan",5530,2371,
33761,1400000US26099222102,"Census Tract 2221.02, Macomb County, Michigan",8877,3602,
33762,1400000US26099222500,"Census Tract 2225, Macomb County, Michigan",3933,1722,
33763,1400000US26099222800,"Census Tract 2228, Macomb County, Michigan",3232,1282,
33764,1400000US26099223400,"Census Tract 2234, Macomb County, Michigan",10525,3777,
33765,1400000US26099223500,"Census Tract 2235, Macomb County, Michigan",1629,681,
33766,1400000US26099223800,"Census Tract 2238, Macomb County, Michigan",15474,4663,
33767,1400000US26099223900,"Census Tract 2239, Macomb County, Michigan",8330,3241,
33768,1400000US26099224000,"Census Tract 2240, Macomb County, Michigan",13510,4259,
33769,1400000US26099224100,"Census Tract 2241, Macomb County, Michigan",9283,2733,
33770,1400000US26099224200,"Census Tract 2242, Macomb County, Michigan",8605,3139,
33771,1400000US26099224300,"Census Tract 2243, Macomb County, Michigan",4882,1678,
33772,1400000US26099224400,"Census Tract 2244, Macomb County, Michigan",5436,1788,
33773,1400000US26099224500,"Census Tract 2245, Macomb County, Michigan",4099,1757,
33774,1400000US26099224600,"Census Tract 2246, Macomb County, Michigan",6435,2630,
33775,1400000US26099225100,"Census Tract 2251, Macomb County, Michigan",2882,1328,
33776,1400000US26099225200,"Census Tract 2252, Macomb County, Michigan",6779,2422,
33777,1400000US26099225300,"Census Tract 2253, Macomb County, Michigan",4679,2161,
33778,1400000US26099225400,"Census Tract 2254, Macomb County, Michigan",7578,2967,
33779,1400000US26099225500,"Census Tract 2255, Macomb County, Michigan",5599,2186,
33780,1400000US26099225600,"Census Tract 2256, Macomb County, Michigan",4544,2166,
33781,1400000US26099225701,"Census Tract 2257.01, Macomb County, Michigan",6002,2987,
33782,1400000US26099225702,"Census Tract 2257.02, Macomb County, Michigan",1762,735,
33783,1400000US26099225800,"Census Tract 2258, Macomb County, Michigan",7186,2696,
33784,1400000US26099225900,"Census Tract 2259, Macomb County, Michigan",5213,2076,
33785,1400000US26099226100,"Census Tract 2261, Macomb County, Michigan",7483,2633,
33786,1400000US26099226400,"Census Tract 2264, Macomb County, Michigan",2642,808,
33787,1400000US26099226700,"Census Tract 2267, Macomb County, Michigan",4756,2232,
33788,1400000US26099227000,"Census Tract 2270, Macomb County, Michigan",7177,2794,
33789,1400000US26099227300,"Census Tract 2273, Macomb County, Michigan",4251,1994,
33790,1400000US26099228000,"Census Tract 2280, Macomb County, Michigan",3382,1646,
33791,1400000US26099228100,"Census Tract 2281, Macomb County, Michigan",1563,742,
33792,1400000US26099230000,"Census Tract 2300, Macomb County, Michigan",4540,2568,
33793,1400000US26099230200,"Census Tract 2302, Macomb County, Michigan",4942,1937,
33794,1400000US26099230300,"Census Tract 2303, Macomb County, Michigan",4541,1783,
33795,1400000US26099230400,"Census Tract 2304, Macomb County, Michigan",3533,1510,
33796,1400000US26099230500,"Census Tract 2305, Macomb County, Michigan",3676,1743,
33797,1400000US26099230601,"Census Tract 2306.01, Macomb County, Michigan",7115,3104,
33798,1400000US26099230602,"Census Tract 2306.02, Macomb County, Michigan",6373,2198,
33799,1400000US26099230700,"Census Tract 2307, Macomb County, Michigan",5368,1745,
33800,1400000US26099230800,"Census Tract 2308, Macomb County, Michigan",4861,1741,
33801,1400000US26099230900,"Census Tract 2309, Macomb County, Michigan",7641,3088,
33802,1400000US26099231000,"Census Tract 2310, Macomb County, Michigan",4387,1573,
33803,1400000US26099231100,"Census Tract 2311, Macomb County, Michigan",3940,1645,
33804,1400000US26099231200,"Census Tract 2312, Macomb County, Michigan",3626,1687,
33805,1400000US26099231400,"Census Tract 2314, Macomb County, Michigan",5949,1895,
33806,1400000US26099231500,"Census Tract 2315, Macomb County, Michigan",4990,1714,
33807,1400000US26099231600,"Census Tract 2316, Macomb County, Michigan",5163,1984,
33808,1400000US26099231700,"Census Tract 2317, Macomb County, Michigan",6783,2057,
33809,1400000US26099231800,"Census Tract 2318, Macomb County, Michigan",4307,1585,
33810,1400000US26099231900,"Census Tract 2319, Macomb County, Michigan",6089,2197,
33811,1400000US26099232000,"Census Tract 2320, Macomb County, Michigan",2370,785,
33812,1400000US26099232100,"Census Tract 2321, Macomb County, Michigan",6680,2821,
33813,1400000US26099232200,"Census Tract 2322, Macomb County, Michigan",5234,2293,
33814,1400000US26099232300,"Census Tract 2323, Macomb County, Michigan",4480,2045,
33815,1400000US26099232400,"Census Tract 2324, Macomb County, Michigan",5862,2167,
33816,1400000US26099232500,"Census Tract 2325, Macomb County, Michigan",4379,1629,
33817,1400000US26099233000,"Census Tract 2330, Macomb County, Michigan",5630,2231,
33818,1400000US26099240000,"Census Tract 2400, Macomb County, Michigan",4101,1912,
33819,1400000US26099240300,"Census Tract 2403, Macomb County, Michigan",4131,1950,
33820,1400000US26099240400,"Census Tract 2404, Macomb County, Michigan",5571,2447,
33821,1400000US26099240500,"Census Tract 2405, Macomb County, Michigan",2666,1059,
33822,1400000US26099240600,"Census Tract 2406, Macomb County, Michigan",6942,3159,
33823,1400000US26099240700,"Census Tract 2407, Macomb County, Michigan",4206,1701,
33824,1400000US26099240800,"Census Tract 2408, Macomb County, Michigan",5848,2965,
